flag_labelx,FMD1,FMD2,FMN1,FMN2,FR1,FR2,MAV1,MAV2,MFMD1,MFMD2,MFMN1,MFMN2,MMAV11,MMAV12,MMAV21,MMAV22,SSI1,SSI2,WAMP1,WAMP2,WL1,WL2,ZC1,ZC2
0,367336.387949315,577053.857675818,0.934418484353194,0.934603214777791,0.00246839703792352,0.0063999043004964,133.69,167.19,209.008575124086,258.398741014968,362.762979243788,360.793792990072,100.56,126.375,66.902,83.996,178838.87,280316.77,0,0,30.3,50.9,0,0
0,364194.677860944,603230.123510435,0.934314900839601,0.934377458130109,0.00568692008380726,0.000174530222816957,133.64,171.89,211.369795100929,273.05748690903,364.731507720944,365.466361977942,100.325,128.515,66.894,85.352,178638.56,295620.53,0,0,24.8,36.1000000000001,0,0
0,370517.857064536,586400.205536743,0.93429427831958,0.934305746790226,0.00192849725560016,0.00283252684999401,134.82,169.46,214.615405797372,267.118389657339,365.815070297064,364.159906556905,100.68,126.985,66.464,84.33,181823.12,287243.3,0,0,24.9,25.5,0,0
0,372140.496175716,582258.147920551,0.934326889757483,0.93439310955971,0.0060650887573964,0.00413760491783906,135.2,169.18,214.761509168829,270.113499450541,365.457192618607,366.312185710435,101.29,126.015,66.952,82.278,182836.8,286417.3,0,0,25.3,34.6,0,0
0,393928.329712812,630715.2343263,0.934318270518654,0.934349237415646,0.00266091334052486,0.00182107898930119,139.05,175.72,221.52783114542,276.320787493058,365.950301556801,363.752654688793,103.765,131.77,68.164,87.568,193424.33,308906.06,0,0,26.3,30.9,0,0
0,405863.382945353,630031.566938043,0.9342722774292,0.934275979276876,0.00311924003969948,0.00176587866704644,141.06,175.55,222.888358405101,276.034991583432,364.567228772445,363.741307826727,105.865,131.805,70.31,88.192,199017.12,308233.99,0,0,22.0000000000001,26.8,0,0
0,419380.773013352,628342.266663143,0.934253145731232,0.93431697280759,0.00174373997349523,0.00199464295891029,143.37,175.47,227.406103466425,277.543065597018,365.211196692244,364.739677788935,107.315,131.225,70.976,86.632,205584.69,307974.09,0,0,21.4,34,0,0
0,419887.499716787,647528.424761793,0.934312955893565,0.934328701324859,0.00306449366206983,0.00528446143467499,143.58,177.88,227.65793712768,278.85242158716,365.151189178498,363.226628156881,107.625,133.89,71.526,89.884,206194.54,316571.98,0,0,25.9,33.5,0,0
0,438174.954415182,609838.349924458,0.934290471767941,0.934295358772052,0.00252508018835736,0.000866801502456003,146.53,173.05,232.052088249791,274.438231334364,364.945852051092,365.183777630784,109.655,129.24,72.476,85.054,214766.97,299555.93,0,0,24.5,30.3999999999999,0,0
0,432537.219476367,647669.443114926,0.934270500516202,0.934291614469364,0.00370573702992038,0.00438202247191009,145.72,178,230.840159679322,279.773124536587,364.997517240292,363.672052446222,109.305,133.585,72.918,88.622,212376.26,316954.46,0,0,24.0000000000001,29.3,0,0
0,433647.224052625,693006.854964692,0.9342867774868,0.934300035673078,0.00191885964912278,0.00222378911970489,145.92,184.37,231.992447094473,292.868621576383,365.603734860009,365.458287284706,109.115,137.8,72.29,91.042,212975.04,340019.01,0,0,25.1,33.4000000000001,0,0
0,426817.691629198,707294.504027674,0.934221542484962,0.934257287480968,0.000622105481440583,0.000752688172042999,144.67,186,229.08329848364,292.29662480476,364.92879698333,363.642697893631,108.525,139.925,72.484,93.642,209330.33,346036.02,0,0,15,25,0,0
0,427125.611880697,733584.478641899,0.934265972058156,0.934268483115324,0.0017935982339956,0.00368615060558177,144.96,189.9,231.12674129254,302.861352111123,366.083106103795,366.128110061994,108.305,141.8,71.546,93.42,210175.24,360766.3,0,0,22.3,28.9,0,0
0,422563.883192875,735321.120792494,0.934268782909038,0.934295519980706,0.00284860696171752,0.00342772768021943,143.93,189.63,227.730402101524,297.6332088554,364.794864252588,363.432937492197,108.045,142.52,72.356,95.374,207209.09,359713.25,0,0,21.1,32.6,0,0
0,422277.534448685,669053.099490942,0.934305945545474,1.0004181285508,0.00257248140165476,0.083840286811646,143.83,174.89,227.803246901202,319.6758012352,364.965817995411,387.443862960128,107.62,135.145,71.11,102.16,206923.03,332585.83,0,1,25.6,374.5,0,0
0,420403.925676132,678798.76922615,0.93430164282084,1.00023738728548,0.0039685302513402,0.100329508010453,143.63,176.02,227.503704821096,345.264919307113,364.978565821074,397.383620397353,107.745,127.805,71.8,79.398,206335.57,336672.16,0,2,25.5,372,0,0
0,420557.925413778,524976.56078426,0.934278884073478,1.10367483908715,0.00313130610256767,0.111293865529857,143.71,143.9,228.501685728432,321.504077564979,365.62049329673,413.977667228048,107.575,111.92,71.496,72.632,206569.45,271016.44,0,3,25,715.8,0,0
0,417867.58723228,609616.976008947,0.934301251074812,1.00512795622122,0.00258361846239783,0.00304064536146453,143.21,161.15,226.930220385478,320.911373100099,365.046653540476,399.423048639469,107.365,112.105,71.544,62.904,205130.37,307308.23,0,2,24.9,363.8,0,0
0,418972.962875437,400249.89048747,0.934297810953582,1.09777764208517,0.00132487274248656,0.0629852586651273,143.41,110.15,227.678146071054,286.419682869957,365.365228679442,430.779859916251,107.305,95.575,71.064,88.076,205706.61,196684.41,0,3,26.1,538.3,0,0
0,419994.429203175,621907.325321736,0.934272081753871,1.00385652047388,0.00209000975337893,0.000981233901631315,143.54,163.06,227.551704829378,323.887339037177,365.119549296715,399.080889888252,107.57,113.61,71.528,64.152,206068.72,313563.24,0,2,20.3,359.6,0,0
0,423609.671225338,185802.918713045,0.93426094107592,1.16994978167069,0.00159578158606818,0.000679347826086918,144.13,58.88,228.131813549984,195.667033503631,364.85763470726,453.088168615578,108.02,52.61,71.894,46.228,207771.27,82597.52,0,2,21.6,371.1,0,0
0,421573.664992986,318783.418117584,0.934249880594169,1.14187809072339,0.00243342835291664,0.00213583938487826,143.83,93.64,228.119007243209,254.438410952241,365.198870842995,435.193014923022,107.76,70.515,71.498,40.066,206895.87,160594.7,0,3,18.6,539.8,0,0
0,425680.52460932,400992.081624045,0.934284021864692,1.29471289379153,0.00262975778546725,0.000203252032520371,144.5,98.4,228.899892564578,290.280023123047,364.99191166813,442.937860308043,108.23,73.13,71.94,54.992,208846.68,177876,0,5,24.7,1105.3,0,0
0,427384.809498951,420139.397428318,0.934295334845285,1.05305466484061,0.00255330895038303,0.00656324582338904,144.91,100.56,230.400938627066,253.571202186384,365.614109197642,427.579999481608,108.56,84.75,72.29,53.808,210027.65,186287.94,0,2,23.9,395.2,0,0
0,430124.594645524,634002.897278393,0.934252260283599,1.09014157740334,0.000344234079173838,0.115258511979824,145.25,158.6,230.091303346414,368.338618095164,364.994361933713,418.511451359485,108.785,104.67,72.108,50.728,211006.85,326023.68,0,4,22.1000000000001,756.4,0,0
0,433386.928618942,683471.784709025,0.934260178402053,1.04107276319997,0.00123389086920754,0.111767958375745,145.88,158.81,231.515226562171,335.654859502783,365.304068429296,407.164049217897,109.23,124.01,72.54,96.518,212841.48,324966.85,0,3,21.6000000000001,567.7,0,0
0,440057.141992846,858451.273194719,0.934305583091112,0.991242127701263,0.000885136515285673,0.0320131880827044,146.87,198.66,232.839481189755,366.371616084467,365.125892167395,388.736979046471,109.97,143.8,72.77,89.06,215759.39,426629.68,0,2,27.3999999999999,395.3,0,0
0,440192.195926066,792958.13982125,0.934289312205563,1.02601275402509,0.00353789631242349,0.00291512501401505,146.98,178.38,233.225316070276,349.653390777209,365.278392613019,397.290036586615,110.11,134.115,73.016,89.934,216065.68,373970.48,0,2,21.7,575.5,0,0
0,439718.482909316,760439.579213344,0.934253975065883,1.00001709367145,0.00245098039215696,0.000221631205673746,146.88,180.48,233.255284557237,368.843369829603,365.414308157341,402.849762428333,110.015,125.64,73.254,70.816,215776.02,383110.66,0,2,22.7,399.3,0,0
0,439148.354535395,844877.57764463,0.934245273307284,0.991996105621906,0.00258926137912235,0.0336100841965739,146.76,196.77,232.746975990394,356.591979979753,365.185069178807,386.18476312999,109.995,143.51,73.194,90.194,215413.98,418671.09,0,2,18.2,392.4,0,0
0,430156.0464917,1014611.7040073,0.934240108139178,0.934318245232674,0.00172164451484058,0.000313830979601007,145.21,223.05,230.073600432077,354.647936541118,365.027771139559,365.617709269343,108.885,166.7,72.644,110.402,210896.89,497707.09,0,0,21,38.8,0,0
0,428814.301000616,964737.020986655,0.934285388981426,0.934300215357443,0.00413393964448119,0.000414231140976602,145.14,217.27,230.850765266654,341.016513320852,365.675236314278,363.433447540548,108.65,163.53,72.024,109.918,210687.48,472325.01,0,0,22.3000000000001,38.8,0,0
0,426865.316447014,874558.443814394,0.934228252081448,0.990390064871195,0.00283168727122033,0.0906550915531607,144.79,200.43,229.772204678194,388.735200256902,365.294441419742,395.841282279871,108.455,144.99,72.164,89.146,209671.65,434406.71,0,2,18.6,402.1,0,0
0,432182.149749816,990051.422485177,0.934300663918124,0.934324809100697,0.00446336606468439,0.000454545454545455,145.63,220,231.228759225591,344.646889846533,365.384213177485,363.11080008259,109.07,165.56,72.422,110.488,212117.15,484353.82,0,0,23.7,42.6,0,0
0,428441.564368027,974528.357580202,0.934287966860935,0.934279250592703,0.00351554422003172,0.00214582477286219,145.07,219.03,230.402310869313,350.895002152815,365.42992478082,366.878981912952,108.665,163.41,72.292,108.078,210501.73,480004.81,0,0,23.9,35.8,0,0
0,430660.226716046,818487.056718268,0.934347376585492,0.990907214897544,0.00460512750017179,0.0274798001920044,145.49,193.27,231.848554688948,348.124761796511,365.994212391284,385.286792775002,108.795,150.47,71.94,123.658,211722.15,405361.67,0,2,26.9999999999999,384.9,0,0
0,433890.588229784,501900.446499274,0.934315576520634,1.08617569781426,0.00288105364247499,0.0370433439508628,145.78,130.97,230.787110995294,296.614097428834,364.889495637998,415.586625958062,109.27,105.07,72.548,64.19,212577.48,248862.11,0,2,29.2,592.5,0,0
0,384301.1561379,770666.137377493,0.934495772161703,1.04409254215062,0.00460021905805035,0.0110754236349542,136.95,180.58,216.812266136582,367.254771187348,364.892678887177,402.212731384499,103.26,135.735,71.442,103.402,188064.89,387005.32,0,1,30,728.2,0,0
0,314660.068634434,564187.58533447,0.934305392817051,1.07121642915143,0.0011272141706925,0.0646077283351591,124.2,144.1,196.516995530381,310.534428208705,364.798291818923,409.589673448895,93.11,111.065,62.412,89.502,154329.46,268723.34,0,2,21.6,610.4,0,0
0,300024.038596643,568011.751818818,0.934418571821576,1.09404454357873,0.000577319587628904,0.0255589007750945,121.25,156.11,192.562798728629,322.949449977658,365.422742363479,404.429774785043,91.165,117.345,61.364,67.504,147106.13,289865.57,0,3,26.8,732.1,0,0
0,304491.287251404,644714.316378862,0.934942681152314,0.934694529148829,0.000409064877689602,0.00473559589581688,122.23,177.38,198.880351228639,280.879806711517,369.442499144315,364.929154025723,90.44,133.04,56.622,89.32,150165.73,314927.26,0,0,43.8,59,0,0
0,628020.425659288,577499.808411651,0.98037346869897,0.93461839440335,0.011707323199849,0.0048314941843125,161.11,167.65,277.412630225106,263.523508172113,378.464152965429,363.683699504583,123.235,126.2,76.388,86.506,288627.25,281594.37,0,0,288.7,45.6,0,0
0,666823.560847789,554674.335575177,0.935919705846015,0.934448894898221,0.00647446184494496,0.00279873448527624,180.71,164.36,292.690133907536,258.718929945745,368.690498639913,363.924263256688,134.58,123.74,84.878,83.244,327846.71,270376.64,0,0,107.1,37.1,0,0
0,569992.24480702,520622.851143835,0.934920263620306,0.934336528741917,0.0135985143473312,0.0064532297475096,166.93,159.61,265.082567933636,253.21059076275,365.405781500461,365.241364753131,125.785,119.67,86.756,79.226,279313.91,254861.25,0,0,64.6,24.6,0,0
0,392141.437041518,505385.999170832,0.93444013184334,0.935236545432772,0.00639230050994747,0.0180715278655377,139.23,158.26,225.976596894922,257.930577335562,369.03313362166,369.713078989616,103.59,117.405,69.862,75.938,194413.43,251135.8,0,0,30.4,67.3,0,0
0,392604.511434517,677931.789296507,0.934373272421616,0.934325365702557,0.00754472946755758,0.000932989407826097,139.17,182.21,223.79362605736,288.712106804048,367.501979448,365.036499954221,103.73,136.525,67.338,91.9,193865.21,332236.79,0,0,26.4,33.8,0,0
0,452231.994331821,650179.037869496,0.934350466147021,0.934250940463284,0.00281501340482569,0.00207201657613257,149.2,178.57,239.042849491338,283.353801391089,366.89176542478,365.279591216979,111.315,133.56,73.41,88.662,222704.92,318930.55,0,0,30.1,26.6,0,0
0,455232.810561592,630289.859141509,0.934408970568797,0.93425194126644,0.00507953482154801,0.00204591952716528,149.62,175.96,237.510056026236,279.045784993539,365.346060144954,365.179327109039,112.235,131.81,74.502,88.456,223932.22,309721.38,0,0,35.5,22.6000000000001,0,0
0,465286.151559234,692929.362776578,0.934300462171523,0.934372291412514,0.00258192651439927,0.00217178846780317,151.05,184.18,240.614613628986,292.213861568382,365.928704859232,365.255520723567,112.925,137.52,74.844,90.188,228231.73,339391.66,0,0,25.5,39.5000000000001,0,0
0,459772.130233428,733276.513119662,0.934305246412738,0.934289986044501,0.00525510543471029,0.00311493585343968,150.33,189.41,239.118721807959,297.524005204145,365.684394359013,363.567759968332,112.685,142.275,74.92,94.744,226028.13,358883.41,0,0,26.3,30.9999999999999,0,0
0,461011.8920664,358510.879944822,0.93425958237406,1.30027177068195,0.0022594364699627,0.087213363871802,150.48,110.22,239.724526266561,297.128480573688,365.941199433026,434.413162694522,112.555,86.995,74.694,70.606,226494.84,196982.06,0,5,23.7,1048.3,0,0
0,457566.98120111,528789.104006276,0.934258101741217,1.01608721196384,0.00213447171824969,0.076031593990759,149.92,144.72,237.871517731102,316.232933272219,365.265012047975,411.296707986727,112.455,95.665,75.086,46.77,224798.84,271649.12,0,2,22.4,364.2,0,0
0,450075.87351024,743271.918888595,0.934273470825317,0.934289533455757,0.00127885845056201,0.00230463021160694,148.57,190.92,235.861945754656,304.024117329066,365.359366443914,365.872934312112,111.27,142.775,73.998,95.526,220781.93,364739.4,0,0,24.7999999999999,33.7,0,0
0,447677.712680625,752732.394283469,0.934297096733154,0.934286065404491,0.00404639870515241,5.21512385919284e-05,148.28,191.75,235.635492495688,300.840942448754,365.526128592915,363.365333242908,111.155,144.44,73.934,96.446,219904.72,367835.51,0,0,23.5,30.9,0,0
0,448180.251840669,519386.348804097,0.93425861408625,1.10337045689008,0.00121359223300975,0.117188657292047,148.32,143.03,235.487576160056,320.109584727225,365.375428101351,414.182470150543,111.09,120.195,73.924,104.176,220033.42,267918.83,0,3,24,715.4,0,0
0,442413.404753175,612634.191564054,0.934314285934762,1.00549793707985,0.00189959294436903,0.0026006191950464,147.4,161.5,233.970531545914,321.948369596111,365.334968723245,399.564472442084,110.52,112.385,73.464,63.278,217312.44,308974.98,0,2,24.9,362.7,0,0
0,447467.249013302,479229.946721343,0.934246670444639,1.13170588296569,0.000675037127041987,0.117913964463039,148.14,114.13,234.951053033579,291.760624744482,365.196185234005,429.019508624051,110.935,89.2,73.718,41.382,219492,212226.37,0,3,21.7,737.5,0,0
0,443182.577250413,56343.0454853903,0.93427132947884,1.34302031005984,0.00277947257813023,0.405628632457293,147.51,41.94,234.02541513546,163.297661862443,365.249025151544,464.844906294978,110.67,27.315,73.694,13.09,217622.33,44910.24,0,0,21.3,202.9,0,0
0,444551.802080294,286820.001268867,0.934228295130993,1.2566810065506,0.00115105965197376,0.154885277674842,147.69,78.32,234.712033033093,250.0745255738,365.536226849035,449.816896441524,110.565,62.445,73.472,39.318,218161.63,127346.44,0,3,19.0000000000001,732.5,0,0
0,455371.633283866,231448.420579583,0.934266829534862,1.22225180711592,6.69120107058609e-05,0.0935843306435214,149.45,76.55,236.463263959982,247.522213504642,364.794116433757,450.862620728178,112.17,53.22,74.706,22.518,223394.25,122307.51,0,3,21.7,546.4,0,0
0,449816.155278483,300514.411245482,0.934272071525392,1.40803598599435,0.00127885845056193,0.158970758404698,148.57,79.97,236.283575325833,261.52983805968,365.659102858224,451.792605546598,111.16,54.74,73.818,36.662,220783.35,133460.97,0,5,23.0000000000001,1101.4,0,0
0,443252.158376822,341078.148123387,0.934249981959288,1.27934976528156,0.000338868180277872,0.00302682392234629,147.55,95.81,233.84180077446,289.060651393844,365.071429189786,444.945885196982,110.71,81.22,73.818,66.534,217743.17,170941.41,0,4,21.3000000000001,911.4,0,0
0,438347.549109024,300618.579216768,0.934275719030713,1.41036533217425,0.00300013636983498,0.157028904250829,146.66,79.74,233.293743263817,261.456173654961,365.693461015339,452.004215329558,109.815,54.54,73.102,36.464,215145.52,133490.68,0,5,24.5,1104.4,0,0
0,427117.53105372,297710.092659939,0.934283316596356,1.25253733355367,0.00283012355905296,0.160052171840127,144.87,78.19,230.081290375601,253.992889742584,365.42745999207,451.241796488352,108.63,72.485,72.338,66.876,209909.09,132062.29,0,4,23.5,734,0,0
0,429306.914551053,288678.184036981,0.934270491204317,1.25460198754822,0.00144657987187437,0.137634072918647,145.17,78.9,231.123425546597,248.237922732854,365.838411914409,448.575937008185,108.63,63.02,72.242,61.696,210803.43,128151.94,0,4,23.3,731.1,0,0
0,423815.041934483,229875.522693284,0.934281898353938,1.22542870483222,0.000207943439384456,0.0934816225127288,144.27,75.74,228.734344487531,246.513932187029,365.138215603223,451.401520578792,108.26,52.62,72.134,22.356,208174.65,121331.9,0,3,22.8,543.3,0,0
0,424943.494337034,185197.332032515,0.934240211500586,1.16940028126245,0.00311612769198809,0.00443686006825933,144.41,58.6,229.410799788191,195.587699091866,365.471430716334,453.437374951376,108.135,52.375,71.92,46.242,208581.13,82313.64,0,2,21.5,368.7,0,0
0,421967.509107806,615521.514050229,0.934309393868327,1.00518118618944,0.00305597999722174,0.00209747069710061,143.98,162.1,228.876723572092,323.016003104004,365.580728055527,399.511274205357,107.965,112.9,71.926,63.78,207344.06,310687.12,0,2,23.9,365.1,0,0
0,424766.191486297,440816.320974368,0.934282456028003,1.1334861629323,0.00138580931263866,0.00102273621272919,144.32,127.11,229.010427184331,309.87503550305,365.282761110452,423.947303106751,108.115,103.74,71.85,87.646,208328.14,234248.81,0,3,24.9,710.3,0,0
0,420818.66223717,608938.367625815,0.934283115712783,1.00588841513263,0.00173888850246922,0.00105557280347714,143.77,161.05,228.502054481408,321.148235010468,365.550742696775,399.604849148244,107.815,112.125,71.832,63.156,206734.97,307284.93,0,2,22.8,363,0,0
0,420152.707025692,438751.748905475,0.93424564059319,1.13435641690896,0.000487363364199711,0.000552181115405889,143.63,126.77,228.112364811771,309.2932722107,365.42777781933,424.034695533336,107.585,103.44,71.608,87.362,206335.23,233257.11,0,3,21,709.7,0,0
0,415466.529075346,603725.068503948,0.934228362077898,1.006632217389,0.00139938427092079,0.00243430497472059,142.92,160.21,227.324342625123,320.063843333833,365.678608987116,399.85163099026,107.035,111.44,71.21,62.714,204284.7,304725.79,0,2,17.8,362.3,0,0
0,417623.1931458,527186.655644854,0.934297926575078,1.10110890214484,0.00139762403913355,0.116717177655852,143.1,144.37,227.232768726612,322.357240933455,365.399807663402,413.904756034478,107.19,121.18,71.28,105.398,204832,272229.07,0,3,25.9,712.4,0,0
0,414930.399026691,603791.797573778,0.934264920242923,1.00684049127932,0.00126068076761448,0.00243612967705664,142.78,160.09,226.71216077883,320.066343358229,365.390570422566,399.952652882075,107.035,111.27,71.178,62.294,203889.26,304716.63,0,2,20.5,365.1,0,0
0,416130.741363358,611387.548578698,0.934229786748802,1.07979897835733,0.00293952967525199,0.00204524325999377,142.88,161.35,226.769050433183,271.804828391126,365.315108357082,375.033471916775,107.19,129.48,71.576,90.498,204189.38,308854.49,0,3,18.8,718.5,0,0
0,411551.130733485,683200.680886317,0.93427026771935,1.00020979564396,0.00225003515679936,0.103397508493771,142.22,176.6,226.3277596526,346.614978768688,365.765142000788,397.466921845211,106.6,128.19,70.86,79.852,202295.82,339179.44,0,2,22.5999999999999,374.1,0,0
0,411182.807997984,689297.065003358,0.934274550920685,0.999419436631456,0.000914784322004049,0.088980732731753,142.11,177.48,225.870559294986,324.783961315001,365.555823425511,387.611851864926,106.505,137.125,70.968,82.49,202000.65,342453.88,0,2,22.2,380.7,0,0
0,414128.552373314,761407.44498567,0.934278219869562,0.934256347588221,0.00357418179269747,0.0025361006159102,142.69,193.21,227.131523201239,304.457773021088,365.806315813384,364.105705621893,106.905,145.09,71.076,96.958,203636.27,373379.59,0,0,23.4,27.3,0,0
0,414599.424651169,603463.573395672,0.934237244269653,1.0818185599538,0.00182251507079772,0.00212287712287718,142.66,160.16,226.497190839252,270.084730936459,365.372456972328,375.200242339081,106.94,128.55,71.14,89.9,203548.48,304942.24,0,3,19.7,721,0,0
0,412201.150644706,768335.305455004,0.934292933848965,0.934223032853181,0.00351419735732359,0.00113390372126581,142.28,194.02,225.879259478108,305.67867934029,365.361588512687,364.074990624159,106.675,145.685,70.962,97.274,202469.18,376499.28,0,0,23.1999999999999,24.7999999999999,0,0
0,412629.309979966,787215.229637198,0.934267896264662,0.934256509925116,0.000773069084264546,0.00336460032626423,142.29,196.16,225.92146342212,310.226324054842,365.381163471969,364.716651648751,106.635,147.08,71.096,97.948,202512.57,384861.6,0,0,22.7,27.0999999999999,0,0
0,410293.566182256,764768.11832268,0.934261714039648,0.934306375719011,0.000352087881135131,0.00603497188837878,142.01,193.87,225.970975214242,306.974138849667,365.748388862347,364.919580759913,106.385,145.41,70.444,96.794,201697.05,375953.73,0,0,21.1,35.8999999999999,0,0
0,418036.537631602,56952.4009549733,0.934247203517122,1.29822822289042,0.00174471351804034,0.393936452797065,143.29,42.48,227.878065909339,163.526386657305,365.653014851656,464.060109411743,107.335,26.955,71.448,11.418,205353.45,45347.72,0,0,21.3,194.8,0,0
0,386052.997939237,698371.154637722,0.934515493256857,1.12689727811923,0.00371206055753695,0.0139372290287748,137.39,160.89,216.607399530629,316.897725304115,364.191681604337,397.945804253323,103.555,124.83,69.872,89.41,188935.15,335737.87,0,4,37.3999999999999,975.7,0,0
0,310234.899131917,1614528.79031622,0.93454914082769,0.934832001665505,0.000486066104990297,0.0228424584195874,123.44,280.18,197.202105628417,445.136227117423,366.411518637507,365.486588640146,92.59,209.96,62.328,135.908,152499.22,787645.42,0,0,35.4,82.6,0,0
0,271856.652467758,931005.034798405,0.934378683243269,0.98615376645401,0.00146919021692165,0.116333223673662,115.71,204.79,184.211706818869,408.322179819887,365.830406766674,399.58927198757,86.7,149.065,57.902,104.52,133937.19,469777.35,0,2,24,466.5,0,0
0,344630.260099501,538188.565762165,0.934825245474614,0.934879358178826,0.00624758966448123,0.00818915091435254,129.65,162.41,207.430885065267,260.295608581149,366.659342994551,366.948147008412,96.415,122.65,60.512,86.098,169145.93,264793.37,0,0,52.5,55.8999999999999,0,0
0,990833.768767571,556780.930207891,0.937400204487694,0.934736863335396,0.0298889043833962,0.0157423104868007,215.13,165.16,336.888399473219,261.606646871015,363.045487002903,364.978793441303,163.39,123.975,102.666,82.634,476461.05,272996.78,0,0,150.4,58.7999999999999,0,0
0,815838.050721814,556032.785969089,1.02818383017103,0.934843661834855,0.0135576337778761,0.00048715138229202,180.71,164.22,350.352061896223,259.332793969589,395.787879561729,364.469228914918,134.02,123.715,89.33,83.674,388023.11,270332.76,0,0,608.4,63.0000000000001,0,0
0,630768.291632839,453196.419527955,0.998406897327762,0.934934956619165,0.0259032826137343,0.00527898429669234,171.2,149.65,313.313472012971,240.485213522567,387.621969439465,367.391044898532,124.05,111.245,79.224,73.024,315972.24,224298.15,0,0,381.5,61.9,0,0
0,544367.999050577,491015.640467024,0.935423024543485,0.934288860834119,0.0026783540297053,0.000322019707606106,164.28,155.27,272.210149525836,248.049389347564,372.398849162521,366.409587049416,122.74,116.47,86.244,78.102,272636.38,241182.85,0,0,73.9,23.1,0,0
0,356953.057214733,465588.005531657,0.934785498295248,0.934824176103955,0.00669424595712681,0.00697276674121828,132.95,152.02,214.994548128754,246.835319086454,368.429926982297,369.099678211766,99.495,113.255,68.552,75.69,177393.07,231547.76,0,0,47,41.4,0,0
0,362720.323056565,641175.321599481,0.93440287970357,0.934501396851251,0.000898741761533887,0.00236913357400718,133.52,177.28,211.68170566095,283.834805977718,365.131110934567,366.776358392149,100.49,132.035,67.42,86.718,178362.9,314591.74,0,0,27,47.8,0,0
0,380144.736379642,610358.838932662,0.934317270313534,0.934318309422931,0.00043898156277438,0.00427993059571999,136.68,172.9,218.660992662104,272.584392499317,366.646081271312,364.186940746743,101.975,129.86,67.174,86.956,186912.5,299069.9,0,0,25.8,33.8999999999999,0,0
0,380221.504235926,613082.179483159,0.934404427136504,0.934323637473393,0.0051124744376279,0.00356608765673527,136.92,173.86,218.335589982741,279.389190301702,366.104527425482,367.390382510499,102.725,129.225,68.458,84.25,187539.8,302547.66,0,0,29.3,27.8,0,0
0,411391.834319332,629645.656520297,0.934338080935117,0.934330668741737,0.000351741118536757,0.00233498490802432,142.15,175.59,227.249544042639,276.865508689091,366.526984716175,364.211508727215,106.075,131.555,69.932,86.828,202159.97,308446.37,0,0,26.1,29.9999999999999,0,0
