flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
0,2965.684,277.058,83.321,2643.702,0.119,0.083,0.16,1.67,0,0.295,0,10.252,0,0,0.02,0,2965.684,277.058,83.321,2643.702,2.167,1.52,2.906,548.114,0,2.883,0,185.986,0.119,0,0.365,0
0,2966.737,251.128,78.742,2649.298,0.113,0.079,0.152,1.517,0,0.302,0,9.771,0,0,0.019,0,2966.737,251.128,78.742,2649.298,1.247,0.855,1.691,186.978,0,2.577,0,108.284,0.058,0,0.213,0
0,2965.63,220.108,74.636,2641.51,0.105,0.073,0.142,1.33,0,0.302,0,9.151,0,0,0.018,0,2965.63,220.108,74.636,2641.51,1.35,0.939,1.82,215.094,0,2.356,0,116.485,0.048,0,0.229,0
0,2965.637,242.168,78.306,2644.031,0.111,0.078,0.149,1.458,0,0.296,0,9.58,0,0,0.018,0,2965.637,242.168,78.306,2644.031,1.22,0.856,1.637,173.925,0,1.795,0,104.816,0.035,0,0.206,0
0,2964.312,236.674,77.408,2637.035,0.11,0.077,0.148,1.427,0,0.26,0,9.472,0,0,0.018,0,2964.312,236.674,77.408,2637.035,1.095,0.767,1.469,139.951,0,1.65,0,94.026,0.028,0,0.184,0
0,2965.471,218.833,74.063,2642.986,0.106,0.074,0.142,1.316,0,0.266,0,9.104,0,0,0.017,0,2965.471,218.833,74.063,2642.986,0.939,0.658,1.26,103.027,0,1.461,0,80.645,0.022,0,0.158,0
0,2963.512,283.115,86.264,2626.164,0.121,0.085,0.161,1.702,0,0.295,0,10.328,0,0,0.02,0,2963.512,283.115,86.264,2626.164,0.805,0.557,1.088,76.832,0,2.481,0,69.638,0.016,0,0.136,0
0,2964.42,1791.253,208.231,2643.15,0.31,0.229,0.404,10.778,0,0.655,0,25.908,0.004,0,0.051,0,2964.42,1791.253,208.231,2643.15,0.603,0.424,0.807,42.019,0,1.086,0,51.684,0.004,0,0.101,0
0,2959.124,11389.679,552.863,2605.046,0.767,0.557,1.012,69.427,0,1.934,0,64.779,0.06,0,0.13,0,2959.124,11389.679,552.863,2605.046,1.673,1.121,2.291,348.643,0,6.997,0,146.678,0.195,0,0.291,0
0,2963.819,35442.172,967.324,2626.844,1.351,0.951,1.808,213.572,0,2.571,0,115.715,0.067,0,0.228,0,2963.819,35442.172,967.324,2626.844,2.003,1.398,2.693,465.003,0,0.963,0,172.398,0.009,0,0.336,0
