flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
0,10,681177.920000001,451.723225591672,432.22952766857,110.385,73.942,146.86,215723.32,0,20.9,0,1468.6,214254.72,0,21572.332,0.00217894593490387,9.99999999999999,1088107.52,602.826471943679,462.79747016575,92.98,73.356,124.58,222621.92,2,568.5,0,1245.8,221376.12,2,22262.192,0.0612889860576
0,10,705672.000000001,447.887420690658,432.507788401622,108.43,72.034,145.13,210719.17,0,30.1,0,1451.3,209267.87,0,21071.917,0.00516778061048707,9.99999999999998,21465.92,434.489864537618,478.609318187819,47.185,24.06,63.17,95004.45,3,750.4,0,631.7,94372.75,3,9500.445,0.0700080551823127
0,9.99999999999999,619161.920000001,417.626201964976,432.145919555672,102.155,69.52,135.91,185000.51,0,36.4,0,1359.1,183641.41,0,18500.051,0.00286954602310359,10,1628651.52,742.299934359265,458.703327632362,127.2,107.896,165.18,356623.42,4,1028.6,0,1651.8,354971.62,4,35662.342,0.0778700565206576
0,9.99999999999999,544133.120000001,387.124068412228,432.674916613177,93.87,62.83,125.19,156777.67,0,18.9,0,1251.9,155525.77,0,15677.767,0.0042335649812285,9.99999999999999,1505459.52,702.135662352615,445.865981691618,139.34,89.786,191.17,397075.33,2,473,0,1911.7,395163.63,3,39707.533,0.0375131708301319
0,10,480984.319999999,367.078230298267,432.834842226354,88.71,59.748,118.48,140499.12,0,26.4,0,1184.8,139314.32,0,14049.912,0.000675219446320016,10,1122601.28,541.028226620653,433.662402980269,128.97,86.09,172.89,299307.43,0,55.3,0,1728.9,297578.53,0,29930.743,0.00861819654115339
0,9.99999999999999,502402.88,383.316762206141,433.603164604813,90.785,58.638,122.58,150594.08,0,33.3,0,1225.8,149368.28,0,15059.408,0.0048947626040137,9.99999999999999,1000263.68,521.517340789821,433.056298948508,126.825,88.494,167.88,282704.8,0,60.2,0,1678.8,281026,0,28270.48,0.00738622825827971
0,9.99999999999999,560952.32,486.232334362668,436.989910318677,115.935,76.424,149.11,244927.99,0,243.8,0,1491.1,243436.89,0,24492.799,0.00969862456403736,9.99999999999999,906396.48,495.898788398034,432.896647595434,119.62,80.808,159.94,256247.12,0,64.1,0,1599.4,254647.72,0,25624.712,0.0111291734400401
0,9.99999999999999,1609935.68,799.722511267996,444.552592285377,161.025,95.528,221.81,538335.17,0,501.8,0,2218.1,536117.07,1,53833.517,0.0353087775422783,10,728665.92,456.372065989222,432.354715393064,111.31,76.122,148.15,219830.69,0,33.3,0,1481.5,218349.19,0,21983.069,0.00290246371920348
0,9.99999999999999,1805000,705.898548120978,455.573862445919,115.745,73.282,165.64,328533.62,0,722.9,0,1656.4,326877.22,3,32853.362,0.0863889967655513,9.99999999999997,591001.920000002,455.470675373403,431.146400297267,112.945,73.828,149.99,225383.11,0,38.9999999999999,0,1499.9,223883.21,0,22538.311,0.00126675111674118
0,10,998001.92,463.14516552944,435.546758922841,107.93,75.38,144.62,211248.94,0,55.5,0,1446.2,209802.74,0,21124.894,0.0188079103858388,10,721921.28,471.289075816478,433.527855494902,112.29,73.078,150.85,227943.51,0,55.6000000000001,0,1508.5,226435.01,0,22794.351,0.00947961551209816
