flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
0,2968.343,8804.353,471.138,2650.354,0.671,0.466,0.904,53.319,0,1.399,0,57.864,0.015,0,0.114,0,2968.343,8804.353,471.138,2650.354,0.234,0.159,0.318,6.859,0,0.797,0,20.391,0.005,0,0.04,0
0,2968.056,6796.834,412.071,2648.154,0.589,0.41,0.793,41.071,0,1.144,0,50.801,0.011,0,0.1,0,2968.056,6796.834,412.071,2648.154,0.233,0.159,0.317,6.666,0,0.668,0,20.307,0.003,0,0.04,0
0,2959.271,9881.806,530.908,2593.794,0.697,0.482,0.943,60.043,0,1.57,0,60.391,0.047,0,0.121,0,2959.271,9881.806,530.908,2593.794,0.284,0.189,0.39,10.879,0,1.303,0,25.019,0.017,0,0.051,0
0,2959.84,43034.904,1118.507,2586.652,1.472,1.039,1.964,261.979,0,3.424,0,125.751,0.232,0,0.252,0,2959.84,43034.904,1118.507,2586.652,0.549,0.372,0.748,40.73,0,2.573,0,47.892,0.076,0,0.099,0
0,2966.741,89224.08,1488.849,2649.433,2.153,1.522,2.875,537.91,0,3.511,0,184.043,0.135,0,0.362,0,2966.741,89224.08,1488.849,2649.433,0.519,0.349,0.711,36.994,0,2.433,0,45.55,0.071,0,0.095,0
0,2969.724,56442.536,1152.978,2660.426,1.739,1.272,2.278,341.125,0,3.957,0,145.819,0.138,0,0.288,0,2969.724,56442.536,1152.978,2660.426,0.398,0.268,0.544,20.698,0,1.525,0,34.852,0.026,0,0.071,0
0,2968.024,17783.942,656.337,2656.45,0.964,0.685,1.283,107.457,0,1.95,0,82.174,0.03,0,0.161,0,2968.024,17783.942,656.337,2656.45,0.33,0.226,0.448,13.358,0,0.908,0,28.685,0.007,0,0.057,0
0,2964.872,13575.541,583.502,2640.913,0.841,0.598,1.119,81.642,0,1.49,0,71.668,0.021,0,0.141,0,2964.872,13575.541,583.502,2640.913,0.327,0.22,0.447,13.506,0,1.101,0,28.63,0.01,0,0.057,0
0,2966.071,11642.049,543.308,2642.869,0.77,0.532,1.039,70.354,0,1.489,0,66.548,0.018,0,0.131,0,2966.071,11642.049,543.308,2642.869,0.434,0.301,0.586,22.358,0,0.763,0,37.545,0.005,0,0.073,0
0,2966.577,9138.549,475.343,2649.447,0.684,0.478,0.921,55.22,0,1.285,0,58.963,0.013,0,0.116,0,2966.577,9138.549,475.343,2649.447,0.297,0.203,0.404,10.732,0,0.685,0,25.886,0.004,0,0.051,0
0,2965.496,10779.601,521.264,2642.853,0.745,0.523,0.999,65.014,0,1.414,0,63.988,0.016,0,0.125,0,2965.496,10779.601,521.264,2642.853,0.26,0.177,0.354,8.525,0,0.893,0,22.709,0.007,0,0.045,0
0,2966.403,8457.926,461.459,2646.927,0.66,0.461,0.886,51.083,0,1.309,0,56.713,0.012,0,0.111,0,2966.403,8457.926,461.459,2646.927,0.25,0.171,0.339,7.715,0,0.752,0,21.756,0.004,0,0.043,0
0,2965.396,13727.061,586.159,2640.264,0.845,0.603,1.125,82.479,0,1.54,0,72.009,0.022,0,0.141,0,2965.396,13727.061,586.159,2640.264,0.24,0.161,0.328,7.591,0,1.069,0,21.007,0.01,0,0.043,0
0,2966.039,12751.617,567.719,2642.996,0.805,0.555,1.088,77.147,0,1.69,0,69.671,0.02,0,0.137,0,2966.039,12751.617,567.719,2642.996,0.241,0.163,0.329,7.559,0,0.991,0,21.081,0.009,0,0.042,0
0,2967.255,9580.636,490.421,2648.488,0.703,0.493,0.942,57.836,0,1.394,0,60.334,0.014,0,0.118,0,2967.255,9580.636,490.421,2648.488,0.249,0.171,0.339,7.758,0,0.876,0,21.696,0.006,0,0.043,0
0,2965.467,10360.223,506.494,2644.607,0.732,0.517,0.978,62.346,0,1.374,0,62.653,0.015,0,0.123,0,2965.467,10360.223,506.494,2644.607,0.255,0.173,0.347,8.12,0,0.902,0,22.235,0.006,0,0.044,0
0,2964.951,8919.172,477.197,2638.141,0.68,0.481,0.908,53.76,0,1.335,0,58.156,0.014,0,0.114,0,2964.951,8919.172,477.197,2638.141,0.249,0.169,0.339,7.769,0,0.865,0,21.696,0.006,0,0.043,0
0,2963.536,9846.09,517.58,2619.903,0.702,0.483,0.953,59.438,0,1.512,0,60.993,0.02,0,0.12,0,2963.536,9846.09,517.58,2619.903,0.252,0.17,0.344,8.483,0,1.167,0,22.076,0.013,0,0.045,0
0,2960.307,70872.296,1364.091,2616.524,1.909,1.356,2.542,429.2,0,3.436,0,162.722,0.241,0,0.323,0,2960.307,70872.296,1364.091,2616.524,0.273,0.175,0.382,16.08,0,2.797,0,24.482,0.104,0,0.062,0
0,2971.777,58729.708,1192.973,2648.504,1.733,1.216,2.323,356.553,0,3.794,0,148.735,0.17,0,0.295,0,2971.777,58729.708,1192.973,2648.504,0.256,0.169,0.353,10.573,0,1.835,0,22.654,0.039,0,0.05,0
0,2970.297,21295.006,722.077,2654.415,1.045,0.729,1.404,129.453,0,2.245,0,89.913,0.048,0,0.177,0,2970.297,21295.006,722.077,2654.415,0.278,0.188,0.379,9.969,0,1.134,0,24.265,0.012,0,0.049,0
0,2966.345,13137.057,573.708,2646.965,0.824,0.579,1.103,79.259,0,1.612,0,70.644,0.019,0,0.139,0,2966.345,13137.057,573.708,2646.965,0.478,0.33,0.646,27.141,0,0.976,0,41.361,0.006,0,0.081,0
0,2966.612,12176.795,547.305,2648.684,0.796,0.566,1.061,73.303,0,1.476,0,67.924,0.018,0,0.133,0,2966.612,12176.795,547.305,2648.684,0.513,0.355,0.692,30.89,0,0.604,0,44.35,0.002,0,0.086,0
0,2968.339,13766.337,582.284,2651.989,0.841,0.588,1.129,83.209,0,1.646,0,72.293,0.024,0,0.142,0,2968.339,13766.337,582.284,2651.989,0.403,0.277,0.546,19.409,0,0.751,0,34.954,0.004,0,0.068,0
0,2960.326,15538.516,641.638,2612.922,0.892,0.63,1.19,94.045,0,1.675,0,76.191,0.052,0,0.151,0,2960.326,15538.516,641.638,2612.922,0.35,0.239,0.477,15.455,0,1.187,0,30.552,0.013,0,0.061,0
0,2959.163,51008.088,1166.343,2606.02,1.604,1.13,2.149,309.206,0,3.254,0,137.562,0.211,0,0.274,0,2959.163,51008.088,1166.343,2606.02,0.323,0.212,0.446,17.358,0,2.361,0,28.598,0.071,0,0.065,0
0,2970.343,45405.34,1045.633,2653.16,1.528,1.074,2.048,275.224,0,3.139,0,131.092,0.104,0,0.259,0,2970.343,45405.34,1045.633,2653.16,0.31,0.209,0.424,13.205,0,1.508,0,27.174,0.026,0,0.056,0
0,2967.893,13264.818,576.167,2650.791,0.821,0.566,1.11,80.467,0,1.714,0,71.081,0.023,0,0.14,0,2967.893,13264.818,576.167,2650.791,0.287,0.196,0.39,10.261,0,0.929,0,24.998,0.007,0,0.05,0
0,2968.066,10967.545,517.95,2654.138,0.752,0.528,1.008,66.284,0,1.446,0,64.548,0.018,0,0.127,0,2968.066,10967.545,517.95,2654.138,0.36,0.248,0.487,15.658,0,0.899,0,31.203,0.006,0,0.061,0
0,2965.156,10478.16,515.439,2639.141,0.735,0.517,0.985,63.196,0,1.446,0,63.068,0.016,0,0.124,0,2965.156,10478.16,515.439,2639.141,0.427,0.294,0.579,21.785,0,0.695,0,37.095,0.004,0,0.072,0
0,2965.405,15672.384,631.512,2640.148,0.894,0.62,1.206,94.671,0,1.821,0,77.184,0.024,0,0.152,0,2965.405,15672.384,631.512,2640.148,0.312,0.212,0.425,12.302,0,1.034,0,27.215,0.011,0,0.054,0
0,2966.246,12226.256,552.528,2645.208,0.794,0.558,1.064,73.684,0,1.505,0,68.107,0.018,0,0.134,0,2966.246,12226.256,552.528,2645.208,0.269,0.183,0.366,9.109,0,0.924,0,23.478,0.007,0,0.047,0
0,2964.526,13511.053,583.986,2637.704,0.833,0.582,1.119,81.531,0,1.597,0,71.618,0.021,0,0.141,0,2964.526,13511.053,583.986,2637.704,0.287,0.195,0.391,10.402,0,0.991,0,25.065,0.009,0,0.05,0
0,2968.702,13098.646,570.876,2648.634,0.82,0.574,1.101,79.127,0,1.598,0,70.472,0.023,0,0.138,0,2968.702,13098.646,570.876,2648.634,0.282,0.192,0.383,9.911,0,0.932,0,24.558,0.007,0,0.049,0
0,2967.945,10313.591,502.008,2651.36,0.729,0.512,0.976,62.208,0,1.45,0,62.527,0.017,0,0.123,0,2967.945,10313.591,502.008,2651.36,0.258,0.176,0.351,8.223,0,0.738,0,22.498,0.004,0,0.044,0
0,2968.013,8643.81,461.97,2652.693,0.665,0.463,0.895,52.323,0,1.337,0,57.341,0.014,0,0.113,0,2968.013,8643.81,461.97,2652.693,0.247,0.169,0.336,7.514,0,0.743,0,21.535,0.004,0,0.042,0
0,2965.154,9377.343,485.26,2640.345,0.694,0.486,0.931,56.498,0,1.312,0,59.634,0.014,0,0.117,0,2965.154,9377.343,485.26,2640.345,0.423,0.304,0.559,21.599,0,1.198,0,35.829,0.024,0,0.072,0
0,2964.713,9909.412,498.852,2641.21,0.715,0.503,0.958,59.741,0,1.288,0,61.313,0.015,0,0.12,0,2964.713,9909.412,498.852,2641.21,1.279,0.906,1.706,187.283,0,1.61,0,109.237,0.013,0,0.213,0
0,2966.873,9685.178,487.982,2650.096,0.71,0.503,0.946,58.336,0,1.314,0,60.596,0.015,0,0.119,0,2966.873,9685.178,487.982,2650.096,1.246,0.869,1.676,180.665,0,1.436,0,107.283,0.012,0,0.21,0
0,2965.373,11745.062,544.394,2640.272,0.777,0.546,1.042,70.681,0,1.41,0,66.708,0.017,0,0.131,0,2965.373,11745.062,544.394,2640.272,1.53,1.068,2.055,271.783,0,1.639,0,131.551,0.021,0,0.257,0
0,2966.577,11852.562,543.205,2648.656,0.783,0.552,1.048,71.463,0,1.437,0,67.087,0.017,0,0.132,0,2966.577,11852.562,543.205,2648.656,1.247,0.871,1.675,182.704,0,1.67,0,107.232,0.047,0,0.211,0
0,2965.905,10849.152,522.859,2642.875,0.744,0.518,1.002,65.414,0,1.409,0,64.182,0.016,0,0.126,0,2965.905,10849.152,522.859,2642.875,0.524,0.36,0.71,32.882,0,0.539,0,45.462,0.009,0,0.089,0
0,2966.346,7862.706,443.493,2646.243,0.634,0.441,0.854,47.468,0,1.178,0,54.672,0.011,0,0.107,0,2966.346,7862.706,443.493,2646.243,0.359,0.247,0.486,15.268,0,0.687,0,31.107,0.002,0,0.061,0
0,2964.581,8456.526,465.142,2636.965,0.662,0.467,0.884,50.972,0,1.261,0,56.619,0.013,0,0.111,0,2964.581,8456.526,465.142,2636.965,0.382,0.263,0.517,17.359,0,0.759,0,33.132,0.003,0,0.065,0
0,2967.806,11018.283,520.682,2652.159,0.755,0.532,1.01,66.486,0,1.45,0,64.667,0.017,0,0.127,0,2967.806,11018.283,520.682,2652.159,0.342,0.235,0.464,14.075,0,0.77,0,29.698,0.004,0,0.058,0
0,2965.679,11410.134,536.711,2642.838,0.762,0.529,1.029,68.881,0,1.471,0,65.856,0.017,0,0.129,0,2965.679,11410.134,536.711,2642.838,0.314,0.215,0.427,12.132,0,0.915,0,27.361,0.006,0,0.054,0
0,2961.557,24373.18,835.107,2599.749,1.099,0.757,1.489,147.286,0,2.57,0,95.312,0.083,0,0.189,0,2961.557,24373.18,835.107,2599.749,1.043,0.722,1.411,133.082,0,2.902,0,90.332,0.087,0,0.18,0
1,2977.015,62435.636,1228.598,2641.269,1.777,1.261,2.367,384.335,0,4.43,0,151.515,0.4,0,0.306,0,2977.015,62435.636,1228.598,2641.269,1.332,0.978,1.739,217.03,0,4.024,0,111.322,0.365,0,0.23,0
0,2965.006,26370.482,812.098,2642.594,1.167,0.822,1.562,158.984,0,2.242,0,100.019,0.041,0,0.197,0,2965.006,26370.482,812.098,2642.594,0.46,0.312,0.627,26.225,0,1.207,0,40.18,0.015,0,0.08,0
0,2965.566,24953.714,790.423,2644.705,1.136,0.8,1.52,150.41,0,2.242,0,97.282,0.039,0,0.191,0,2965.566,24953.714,790.423,2644.705,0.343,0.231,0.469,15.291,0,1.275,0,30.023,0.018,0,0.061,0
0,2966.74,22572.9,744.883,2649.021,1.085,0.771,1.445,136.031,0,2.014,0,92.525,0.035,0,0.182,0,2966.74,22572.9,744.883,2649.021,0.342,0.234,0.464,14.671,0,1.196,0,29.736,0.013,0,0.059,0
0,2966.993,13506.655,583.341,2648.851,0.834,0.586,1.119,81.518,0,1.73,0,71.625,0.021,0,0.141,0,2966.993,13506.655,583.341,2648.851,0.799,0.559,1.072,79.913,0,1.86,0,68.625,0.098,0,0.139,0
0,2966.317,13641.028,580.305,2647.444,0.841,0.596,1.123,82.102,0,1.54,0,71.895,0.02,0,0.141,0,2966.317,13641.028,580.305,2647.444,1.072,0.742,1.446,134.253,0,1.152,0,92.595,0.004,0,0.181,0
0,2964.375,12339.004,560.912,2634.259,0.792,0.55,1.068,74.432,0,1.519,0,68.413,0.02,0,0.134,0,2964.375,12339.004,560.912,2634.259,0.788,0.545,1.064,73.258,0,0.703,0,68.103,0.012,0,0.133,0
0,2967.257,14287.806,591.161,2652.082,0.864,0.615,1.15,86.136,0,1.585,0,73.617,0.022,0,0.145,0,2967.257,14287.806,591.161,2652.082,0.421,0.289,0.57,21.213,0,0.773,0,36.525,0.005,0,0.071,0
0,2966.094,11555.479,536.278,2646.103,0.773,0.546,1.034,69.591,0,1.356,0,66.203,0.017,0,0.13,0,2966.094,11555.479,536.278,2646.103,0.332,0.226,0.451,13.435,0,0.803,0,28.923,0.005,0,0.057,0
0,2963.782,12775.909,570.24,2634.008,0.812,0.571,1.087,77.015,0,1.49,0,69.568,0.021,0,0.137,0,2963.782,12775.909,570.24,2634.008,0.3,0.203,0.409,11.299,0,0.953,0,26.201,0.008,0,0.052,0
0,2965.561,11871.445,551.682,2638.756,0.777,0.537,1.049,71.742,0,1.533,0,67.192,0.018,0,0.132,0,2965.561,11871.445,551.682,2638.756,0.304,0.208,0.413,11.475,0,0.917,0,26.478,0.008,0,0.052,0
0,2965.578,12381.722,558.627,2642.932,0.799,0.562,1.07,74.531,0,1.446,0,68.512,0.018,0,0.134,0,2965.578,12381.722,558.627,2642.932,0.288,0.195,0.392,10.425,0,0.997,0,25.123,0.008,0,0.05,0
0,2964.2,12162.897,557.838,2633.964,0.788,0.55,1.061,73.334,0,1.5,0,67.912,0.019,0,0.133,0,2964.2,12162.897,557.838,2633.964,0.275,0.186,0.374,9.582,0,0.965,0,23.992,0.009,0,0.048,0
0,2967.732,11390.979,530.098,2650.293,0.768,0.544,1.026,68.654,0,1.413,0,65.709,0.018,0,0.129,0,2967.732,11390.979,530.098,2650.293,0.272,0.186,0.37,9.192,0,0.877,0,23.702,0.006,0,0.047,0
0,2965.451,8894.646,471.91,2643.192,0.675,0.471,0.908,53.653,0,1.26,0,58.128,0.013,0,0.114,0,2965.451,8894.646,471.91,2643.192,0.27,0.185,0.367,8.955,0,0.743,0,23.522,0.004,0,0.046,0
0,2963.322,9270.625,486.637,2630.935,0.688,0.481,0.926,55.946,0,1.31,0,59.267,0.016,0,0.116,0,2963.322,9270.625,486.637,2630.935,0.266,0.181,0.362,8.822,0,0.841,0,23.23,0.006,0,0.046,0
0,2966.121,10284.717,514.768,2641.396,0.725,0.506,0.975,61.966,0,1.404,0,62.458,0.015,0,0.122,0,2966.121,10284.717,514.768,2641.396,0.709,0.493,0.957,62.262,0,1.531,0,61.29,0.055,0,0.123,0
0,2965.183,13691.956,586.136,2643.652,0.841,0.592,1.126,82.605,0,1.588,0,72.108,0.021,0,0.142,0,2965.183,13691.956,586.136,2643.652,1.116,0.77,1.51,146.93,0,1.321,0,96.646,0.015,0,0.189,0
0,2966.853,10640.721,512.96,2648.892,0.74,0.519,0.993,64.153,0,1.419,0,63.553,0.016,0,0.125,0,2966.853,10640.721,512.96,2648.892,1.227,0.851,1.656,177.329,0,1.45,0,106.038,0.025,0,0.208,0
0,2966.762,8947.836,470.345,2650.46,0.68,0.479,0.911,54.005,0,1.297,0,58.316,0.013,0,0.114,0,2966.762,8947.836,470.345,2650.46,1.581,1.111,2.117,288.713,0,2.198,0,135.53,0.026,0,0.265,0
0,2965.404,10649.634,514.06,2644.144,0.746,0.533,0.991,64.032,0,1.332,0,63.47,0.017,0,0.125,0,2965.404,10649.634,514.06,2644.144,1.353,0.95,1.813,212.698,0,1.598,0,116.071,0.034,0,0.227,0
0,2965.679,9293.227,487.135,2640.788,0.69,0.482,0.927,56.01,0,1.344,0,59.388,0.014,0,0.116,0,2965.679,9293.227,487.135,2640.788,0.566,0.387,0.769,38.387,0,0.483,0,49.218,0.008,0,0.096,0
0,2965.052,11668.215,538.401,2642.42,0.78,0.555,1.038,70.218,0,1.418,0,66.464,0.018,0,0.13,0,2965.052,11668.215,538.401,2642.42,0.423,0.291,0.572,21.256,0,0.689,0,36.624,0.004,0,0.072,0
0,2965.356,9176.733,477.305,2644.98,0.693,0.493,0.921,55.293,0,1.294,0,58.989,0.014,0,0.116,0,2965.356,9176.733,477.305,2644.98,0.343,0.235,0.465,14.111,0,0.792,0,29.8,0.003,0,0.058,0
0,2955.464,41839.088,1067.105,2589.366,1.461,1.073,1.907,258.434,0,3.106,0,122.11,0.397,0,0.251,0,2955.464,41839.088,1067.105,2589.366,0.359,0.238,0.495,19.466,0,2.228,0,31.715,0.058,0,0.068,0
0,2966.357,89983.592,1491.277,2649.133,2.159,1.522,2.888,542.459,0,3.205,0,184.845,0.134,0,0.363,0,2966.357,89983.592,1491.277,2649.133,0.323,0.212,0.448,18.752,0,2.66,0,28.711,0.091,0,0.067,0
0,2972.157,55818.108,1160.873,2649.555,1.688,1.184,2.265,339.572,0,3.708,0,145.003,0.172,0,0.287,0,2972.157,55818.108,1160.873,2649.555,0.289,0.192,0.397,12.256,0,1.687,0,25.421,0.033,0,0.054,0
0,2968.432,18739.672,679.571,2654.062,0.979,0.68,1.319,113.609,0,2.061,0,84.445,0.034,0,0.166,0,2968.432,18739.672,679.571,2654.062,0.278,0.188,0.38,9.99,0,1.114,0,24.364,0.011,0,0.049,0
0,2966.634,12110.446,551.222,2646.006,0.783,0.54,1.06,73.168,0,1.569,0,67.845,0.019,0,0.133,0,2966.634,12110.446,551.222,2646.006,0.278,0.189,0.379,9.727,0,0.937,0,24.316,0.007,0,0.048,0
0,2967.192,12601.499,564.209,2646.564,0.801,0.555,1.08,76.04,0,1.631,0,69.162,0.02,0,0.136,0,2967.192,12601.499,564.209,2646.564,0.425,0.292,0.576,21.665,0,1.023,0,36.864,0.006,0,0.072,0
0,2965.953,12944.878,569.573,2646.465,0.819,0.577,1.096,78.185,0,1.597,0,70.162,0.019,0,0.138,0,2965.953,12944.878,569.573,2646.465,0.427,0.294,0.577,21.698,0,0.766,0,36.966,0.005,0,0.072,0
0,2966.845,15199.369,611.656,2651.131,0.882,0.614,1.188,91.892,0,1.727,0,76.037,0.024,0,0.149,0,2966.845,15199.369,611.656,2651.131,0.345,0.236,0.469,14.572,0,0.911,0,30.053,0.007,0,0.059,0
0,2965.007,11401.502,532.787,2643.281,0.769,0.542,1.028,68.777,0,1.444,0,65.801,0.017,0,0.129,0,2965.007,11401.502,532.787,2643.281,0.297,0.202,0.404,10.849,0,0.825,0,25.881,0.005,0,0.051,0
0,2965.962,9753.928,494.129,2645.16,0.707,0.495,0.95,58.762,0,1.284,0,60.838,0.014,0,0.119,0,2965.962,9753.928,494.129,2645.16,0.281,0.192,0.382,9.736,0,0.815,0,24.487,0.005,0,0.048,0
0,2964.22,9073.544,484.964,2629.69,0.676,0.465,0.916,54.8,0,1.263,0,58.672,0.015,0,0.115,0,2964.22,9073.544,484.964,2629.69,0.282,0.192,0.385,9.885,0,0.841,0,24.641,0.006,0,0.049,0
0,2966.247,14245.248,600.112,2644.48,0.857,0.6,1.149,85.956,0,1.635,0,73.571,0.021,0,0.144,0,2966.247,14245.248,600.112,2644.48,0.294,0.201,0.4,10.928,0,1.025,0,25.657,0.01,0,0.051,0
