0.013850702,-0.15883797,0.21603452,0.01470571,0.0024288397,0.055350363,0.07168406,0.16728316,0.108815916,-0.05544138,0.109276526,-0.11788374,0.0571443,0.057870924,-0.021764396,-0.2428198,-0.2465682,0.1414342,-0.09781301,-0.007803917,0.057306588,0.0026529431,-0.05612582,-0.0028748512,0.21040009,0.2403706,-0.07599266,-0.018114353,0.16517949,-0.024244487,0.11646974,0.07635573,-0.2632388,0.21552719,0.11912294,0.079461396,0.13198555,-0.08984074,0.21815576,-0.10742758,0.18096542,0.16027063,-0.22904545,0.06437035,-0.23988563,0.23620847,-0.05085939,-0.19289649,-0.19786042,-0.14791836,-0.06462086,0.079490505,0.06381017,-0.11051953,0.11552403,0.050228,-0.073774464,0.20256531,-0.19208133,0.016646696,0.16501552,-0.18900168,-0.105172455,-0.055618744
0.11345373,0.0039401054,0.04101117,-0.11043898,-0.1937039,-0.12481457,0.16653484,-0.22462867,-0.1441211,-0.12272161,-0.14702299,-0.20358661,0.10613077,0.16694538,0.16452886,0.031705666,0.104743004,-0.12078899,-0.2362042,0.15037674,0.019082367,0.123651505,-0.060214102,0.011301041,-0.2253835,-0.0053956956,-0.15671255,-0.021901993,0.071063675,-0.14419353,0.23526198,-0.0666523,-0.2628201,-0.048552886,-0.051422946,0.112213194,0.24818033,-0.16144405,-0.112851396,-0.021259304,-0.18169844,-0.23840797,-0.025242388,0.027159363,-0.012453914,0.11145254,0.036587596,-0.02782154,0.04664027,0.22819698,0.054578666,-0.007058183,-0.20901799,-0.055877626,0.0769809,-0.0036924481,0.19478439,-0.1167687,0.056711495,0.14266099,0.13404727,-0.012697816,0.12952602,0.013234124
0.0646921,-0.09657395,-0.060134694,-0.18525326,0.11608898,0.11164272,0.03514391,0.08225537,0.25085276,-0.16585875,0.2377543,0.16066866,0.052296467,0.0662916,-0.024171928,-0.1434424,0.24653798,0.13461155,0.0928393,-0.022985995,-0.024118483,0.23591429,-0.11554545,0.23937273,0.21615583,0.19483316,0.25716802,-0.14137594,-0.15455128,-0.06487876,0.022376776,-0.066997826,-0.11484287,-0.09153745,0.16256334,-0.16699558,-0.017638624,-0.082520895,-0.114690185,0.09944355,0.17700791,0.13538176,-0.13844782,0.17220972,-0.22326589,-0.084345534,0.0010813475,0.09937483,0.20073979,-0.18635464,0.1632424,-0.22891292,0.16939771,-0.0070945024,-0.11836035,0.17975336,-0.09556511,0.17222668,-0.110218465,-0.14230789,0.15319979,-0.1629951,0.24317059,-0.21788229
0.13244043,-0.16562164,0.15030926,-0.06452301,-0.0006575586,-0.08877462,0.009260058,-0.034974724,0.18650234,-0.09153676,-0.095749564,-0.14022286,-0.2235165,-0.006726585,0.12975004,0.01065435,0.16753,-0.2403841,-0.24356246,-0.045279086,0.053476095,0.14395857,-0.10578394,0.18001086,-0.059742488,0.09951285,0.13329269,-0.17432567,0.010267209,-0.23545784,-0.12866926,0.006333499,0.20749067,-0.013843945,0.1143126,0.17105752,-0.12703162,0.21307415,-0.19615513,-0.094044074,0.2078563,-0.15036958,0.08389014,-0.048479963,-0.011273444,-0.08041459,0.13597262,0.14917648,0.12444951,-0.07424893,0.122207455,0.16836652,-0.17480004,0.09905094,-0.09582866,0.045713365,0.22952507,-0.08456394,-0.20022094,-0.09840004,0.0042189956,-0.06137508,-0.074711636,-0.07951172
-0.059889328,0.24207485,-0.08685868,0.23069577,-0.10598676,-0.027519822,0.020781279,0.05928449,0.016855672,0.12923002,-0.0036876115,0.03129116,0.12627363,0.21822436,0.2138925,0.10736653,-0.0076192617,0.1155346,0.18706745,0.19645071,-0.11260158,-0.15069747,-0.16605473,0.04628986,-0.15183437,-0.044661734,0.22188698,-0.1947521,-0.15063223,0.24273992,0.08086091,0.10765136,0.15054905,-0.16938366,0.2342666,-0.1801908,-0.08310324,-0.002619041,0.10098456,-0.12264412,-0.06907737,-0.061504543,0.16280133,-0.10052213,0.17447042,0.2133668,-0.18122685,-0.05838108,0.07956784,0.04535475,-0.0076507973,-0.036059972,0.048710823,0.14241374,0.09856129,-0.00085157156,-0.05932825,-0.23914295,0.030906081,0.14950013,-0.098261535,-0.22391123,0.1379247,0.2251165
-0.23189914,-0.12714797,0.060842346,-0.0074050557,0.106032826,-0.23373312,0.02512294,-0.22631347,0.16055048,0.08146751,-0.08434144,0.18956299,0.25736552,0.06615001,0.20623021,-0.17474844,0.24596065,-0.19212306,-0.07233703,-0.061938286,0.12179273,-0.23001462,-0.1601764,0.16114372,0.19136806,0.22662859,-0.13912714,-0.29069313,0.02437532,-0.09327322,-0.09671873,0.027192237,-0.21618375,0.07425062,0.04978029,0.07899678,-0.18608654,-0.0455464,-0.23593722,0.24064457,0.21134287,-0.090099394,0.04521358,-0.061077368,0.21880943,0.15409726,0.14519584,-0.17045873,0.1144999,0.23925452,0.23621316,-0.24369636,-0.2407232,0.081899226,0.047018416,-0.1458956,0.20995618,0.024020277,-0.098392606,-0.13006502,-0.052892745,-0.07651132,0.20431991,0.08557753
-0.075460285,-0.24723768,-0.1587383,0.039671775,-0.24849461,-0.20737189,0.11617023,0.17298388,0.010948291,-0.06967819,0.12977321,-0.064426385,-0.056423683,-0.17915642,0.090577655,-0.08097089,0.17338228,-0.047107697,-0.14371103,0.012977004,0.20998394,0.20327747,-0.015728056,-0.101827085,0.11619096,-0.12029316,0.21082129,-0.2005253,-0.079535,0.12677312,-0.13763046,-0.19172758,-0.22994268,-0.16533335,-0.108175196,0.10707277,0.061146438,-0.12649469,-0.23813693,0.122016445,0.13889623,0.17010814,0.019499063,0.1151268,-0.028491497,-0.025521472,0.04481727,-0.013927281,-0.14866258,0.0962363,-0.062281188,0.19207264,-0.10577232,0.141779,0.08654678,-0.107033014,-0.22135967,0.11947141,-0.16649383,0.22503977,0.10876238,0.22326171,0.01724115,-0.11202349
-0.21415834,-0.16157496,0.019953137,0.039060507,0.11484285,0.22812295,-0.22905499,0.108629465,-0.1033195,0.12956709,-0.14577356,0.15405448,0.21017106,0.12059688,0.14153028,0.2240903,0.015210152,0.22122204,0.22151023,0.2365334,0.021532118,0.11857879,0.10087812,0.2329855,-0.038085397,0.20515716,0.14129779,-0.15179503,-0.15697132,0.016530395,0.095897436,-0.09717592,0.17705339,-0.025445212,0.06317984,-0.06024319,-0.23131001,-0.15074952,-0.22827196,0.14676055,0.16646683,-0.07471955,0.18104804,0.18540733,-0.09491438,-0.039968308,0.015142262,0.21913314,0.12957776,0.15328906,-0.013947258,-0.16988704,-0.16235518,0.232144,0.05064943,-0.015661478,-0.2178677,0.12765579,0.2303006,0.21431069,0.017078161,-0.20431232,0.0966069,-0.21770343
-0.047103345,0.12010467,0.2482959,-0.014197648,0.042036414,0.11167902,0.068627596,-0.058331847,-0.10758525,-0.12851977,0.0468297,-0.20604074,-0.18124574,0.21282846,-0.20619601,-0.23552799,0.031044602,0.17038989,0.19699168,-0.24729359,-0.24130368,-0.08193642,-0.113793194,0.212987,0.0054677725,-0.1260466,-0.02292186,-0.0876717,-0.016819715,0.21247995,-0.056747615,-0.102243185,0.1061821,-0.03751248,-0.027857542,-0.13898551,0.19918978,0.09309679,-0.19290125,0.19036645,0.019108772,-0.16755366,-0.20605922,-0.18534362,-0.23749465,-0.22201997,0.09204948,0.1966126,0.13370585,-0.12131268,0.21126515,-0.15323561,-0.19361919,0.17934018,-0.07611036,0.09517926,-0.1712302,-0.14586323,-0.06106049,-0.14376545,-0.066939175,0.17064929,0.22121364,0.2188381
-0.22573395,0.18632519,0.0018207424,0.048161004,-0.037183996,-0.23663312,-0.046687722,-0.08089502,0.04278153,-0.1433652,0.026478756,0.11353917,0.23517248,-0.07012395,0.123573035,-0.0032177,-0.22393924,0.070551276,0.07420927,0.1817649,-0.17908525,0.14650512,-0.23130149,-0.17991865,-0.10050106,-0.06363372,0.0699937,-0.1483948,0.017254276,0.0010899305,0.23014313,0.1642111,-0.11641665,-0.10485947,0.12012546,-0.19084847,-0.10464889,-0.014312497,0.21345846,0.063801646,-0.14319938,0.15571994,0.22403008,0.03366051,-0.20561582,0.064882286,0.15895045,-0.09864777,0.10908022,0.011857981,0.009049522,0.22007789,0.0973804,0.1552121,0.13038032,-0.19744045,-0.1726113,0.17855181,0.04253745,-0.21393634,-0.06175661,0.15717828,0.1483938,0.035406068
